nVehicles,simTime,intervalMs,payloadSize,cryptoDelayUsTx,cryptoDelayUsRx,enableReplayCheck,enableSigCheck,enableReplayAttack,enableSigCorruptAttack,txAllVehicles,replayEveryMs,txCount,rxCount,replayDrops,sigDrops,pdr,avgDelay_s,throughput_bps
10,20,100,64,200,200,1,1,0,1,1,300,1900,15349,0,1709,0.897602,0.00066208,546424
