nVehicles,simTime,intervalMs,payloadSize,cryptoDelayUsTx,cryptoDelayUsRx,enableReplayCheck,enableSigCheck,enableReplayAttack,enableSigCorruptAttack,txAllVehicles,replayEveryMs,txCount,rxCount,replayDrops,sigDrops,pdr,avgDelay_s,throughput_bps
10,20,100,64,200,200,1,1,0,0,1,300,1900,17058,0,0,0.997544,0.000662081,607265
