nVehicles,simTime,intervalMs,payloadSize,cryptoDelayUsTx,cryptoDelayUsRx,enableReplayCheck,enableSigCheck,enableReplayAttack,enableSigCorruptAttack,txAllVehicles,replayEveryMs,txCount,rxCount,replayDrops,sigDrops,pdr,avgDelay_s,throughput_bps
10,20,100,64,200,200,1,1,1,0,1,300,1960,17059,539,0,0.967063,0.000678122,607300
