scenario,pdr_norm_mean,pdr_norm_std,avgDelay_ms_mean,avgDelay_ms_std,throughput_kbps_mean,throughput_kbps_std,reportsSent_mean,reportsSent_std,reportsRxAtRsu_mean,reportsRxAtRsu_std,reportsCommitted_mean,reportsCommitted_std,blocks_mean,blocks_std,avgLedgerTrust_mean,avgLedgerTrust_std,avgBlockLatency_ms_mean,avgBlockLatency_ms_std
BC_ALWAYS_QUERY,0.5669944,0.21101669104907317,1.653718,1.26542393392669,539.8298,200.90680348036994,11013.2,5157.330966691977,5947.6,3881.806319228202,5933.2,3886.559493948343,113.8,7.758865896508329,0.5978950000000001,0.10114553174757646,6.699492000000001,2.7107955504464
BC_TRUST,0.5669944,0.21101669104907317,1.653718,1.26542393392669,539.8298,200.90680348036994,11013.2,5157.330966691977,5947.6,3881.806319228202,5933.2,3886.559493948343,113.8,7.758865896508329,0.5978950000000001,0.10114553174757646,6.699492000000001,2.7107955504464
TRUST_ONLY,0.5669944,0.21101669104907317,1.653718,1.26542393392669,539.8298,200.90680348036994,11013.2,5157.330966691977,5947.6,3881.806319228202,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
