nVehicles,nRsu,simTime,intervalMs,payloadSize,cryptoDelayUsTx,cryptoDelayUsRx,maliciousRate,enableReplayAttack,replayEveryMs,blockIntervalMs,mineDelayMs,txData,rxData,expectedRx,replayDrops,sigDrops,pdr_raw,pdr_norm,avgDelay_s,throughput_bps,reportsSent,reportsRxAtRsu,blocks,reportsCommitted,avgBlockLatency_s,avgLedgerTrust,handoverCount,avgHandoverDelay_s,fastAuthCount,fullAuthCount,rejectCount,trustFastThresh,trustMinThresh,fastAuthDelayMs,fullAuthDelayMs
30,2,20,100,64,200,200,0.2,1,300,1000,10,195,3526,5655,1464,976,18.0821,0.623519,0.000944854,125526,19,18,20,18,0.01,0.802,95,0.02,95,0,0,0.7,0.3,20,120
