nVehicles,simTime,rsuSeparation,vehicleSpeed,checkMs,fullAuthMs,fastReauthMs,initialTrust,trustThreshold,trustDecayPerSec,feedbackInterval,feedbackDelta,handoverCount,avgHandoverDelay_s
10,480,180,12,100,30,5,0.55,0.7,0.004,12,0.01,2,0.03
